Ref,Topic En,Topic He,Slug
Avodah Zarah 35b:17-18,Rabi,רבי,rabi
Yevamot 93b:3,Canaanite Slaves,עבד כנעני,canaanite-slaves
Niddah 66a:11,Rabi,רבי,rabi
Yevamot 48a:2-6,Canaanite Slaves,עבד כנעני,canaanite-slaves
Chagigah 5a:4-15,Canaanite Slaves,עבד כנעני,canaanite-slaves
Chagigah 4b:6-7,Canaanite Slaves,עבד כנעני,canaanite-slaves
Chagigah 4a:10-12,Canaanite Slaves,עבד כנעני,canaanite-slaves
Bava Kamma 50b:2,Piety,חסידות (מידה),piety
Bava Kamma 80a:4,Piety,חסידות (מידה),piety
Sanhedrin 110b:3-4,Piety,חסידות (מידה),piety
Berakhot 52b:18-19,Netilat Yadayim,נטילת ידים,netilat-yadayim
Berakhot 51a:13,Netilat Yadayim,נטילת ידים,netilat-yadayim
Berakhot 43a:4-12,Netilat Yadayim,נטילת ידים,netilat-yadayim
Berakhot 19a:7-10,Netilat Yadayim,נטילת ידים,netilat-yadayim
Sotah 20a:7-8,Women,נשים,women
Sotah 21b:1-5,Women,נשים,women
Sotah 22a:8-10,Women,נשים,women
Sotah 47a:4-15,Women,נשים,women
Sotah 11b:4-5,Women,נשים,women
Sotah 12a:2-16,Women,נשים,women
Sotah 17a:17,Women,נשים,women
Gittin 20b:16,Women,נשים,women
Berakhot 10b:14-24,Elisha,אלישע,elisha
Pesachim 68a:13,Elisha,אלישע,elisha
Sanhedrin 90a:19-90b:1,Elisha,אלישע,elisha
Makkot 21a:4,Beards,זָקָן,beards
Chullin 86a:4-5,Rabbi Chiyya,רבי חייא,rabbi-chiyya
Sanhedrin 38a:2,Rabbi Chiyya,רבי חייא,rabbi-chiyya
Shabbat 30a:3-30b:3,Contradictions,סתירה,contradictions1
Megillah 31b:12,Contradictions,סתירה,contradictions1
Bava Batra 4a:4,Contradictions,סתירה,contradictions1
Bava Batra 75a:4,Friendship,חברות,friendship
Ketubot 91b:14,Payments,תשלומין,payments
Keritot 11b:7-8,Fats,חֵלֶב,fats
Shabbat 120b:14,Naked,ערום,naked
Shabbat 150a:8-9,Naked,ערום,naked
Taanit 9a:6,Torah,תורה,torah
Sukkah 28a:4-7,Torah,תורה,torah
Sukkah 49b:7-13,Torah,תורה,torah
Sotah 40a:6-7,Humility,ענוה,humility
Sotah 48b:7,Humility,ענוה,humility
Sotah 21b:3,Humility,ענוה,humility
Gittin 90a:15-90b:3,Modesty,צניעות,modesty
Sotah 49a:16-49b:19,Humility,ענוה,humility
Arakhin 17a:2,Judgements,פסק דין,judgements1
Sanhedrin 43b:2,Humility,ענוה,humility
Bava Batra 60a:5,Modesty,צניעות,modesty
Shabbat 88b:2,Love,אהבה,love
Berakhot 20a:6-7,Immersion,טבילה,immersion
Berakhot 18b:2,Immersion,טבילה,immersion
Berakhot 41b:8-42a:1,Wine,יין,wine
Shabbat 57a:7,Immersion,טבילה,immersion
Shabbat 35a:5-7,Immersion,טבילה,immersion
Rosh Hashanah 9b:8,Expression,לשון,expression
Pesachim 87b:20,Expression,לשון,expression
Pesachim 61a:10,Expression,לשון,expression
Eruvin 53a:20-53b:11,Expression,לשון,expression
Shabbat 105a:2,Expression,לשון,expression
Shabbat 134b:10,Rava,רבא,rava
Shabbat 142b:16-18,Rava,רבא,rava
Shabbat 116a:10,Rava,רבא,rava
Berakhot 15a:2,Cleanliness,נקיון,cleanliness
Shabbat 46a:8-46b:1,Rava,רבא,rava
Shabbat 88a:9-88b:1,Rava,רבא,rava
Berakhot 48a:3,Rava,רבא,rava
Ketubot 103a:25,Service of Torah Scholars,שמוש חכמים,service-of-torah-scholars
Yoma 72b:16,Marriage,חתונה,marriage
Sukkah 27a:3-12,Meals (סעודה),סעודה,meals-(סעודה)
Sukkah 55b:10,Meals (סעודה),סעודה,meals-(סעודה)
Shabbat 32a:2,Love,אהבה,love
Pesachim 88b:11-13,Meals (סעודה),סעודה,meals-(סעודה)
Shabbat 31a:6,Love,אהבה,love
Yoma 75b:1,Meals (סעודה),סעודה,meals-(סעודה)
Pesachim 119b:4,Meals (סעודה),סעודה,meals-(סעודה)
Ketubot 109b:3,Friendship,חברות,friendship
Taanit 23a:17,Friendship,חברות,friendship
Megillah 18a:20-21,The Greek Language,יוונית,the-greek-language
Shabbat 63b:1,The Greek Language,יוונית,the-greek-language
Bava Metzia 105b:4-7,Loads,משא,loads
Bava Batra 130b:8,Man's Actions,מעשי האדם,mans-actions
Kiddushin 40a:12-13,Man's Actions,מעשי האדם,mans-actions
Sotah 49a:15,Man's Actions,מעשי האדם,mans-actions
Bava Metzia 87a:2-3,Man's Actions,מעשי האדם,mans-actions
Kiddushin 59b:1,Man's Actions,מעשי האדם,mans-actions
Chullin 94b:13,Strain,טרחה,strain
Chullin 83a:10,Strain,טרחה,strain
Chullin 51a:5,Strain,טרחה,strain
Yoma 37a:4,Yom Kippur-offerings,קרבן יום הכפורים,yom-kippur-offerings
Yoma 39a:6-15,Yom Kippur-offerings,קרבן יום הכפורים,yom-kippur-offerings
Shabbat 31a:6,Hate,שנאה,hate
Yoma 86a:12,Derekh Eretz,דרך ארץ,derekh-eretz
Yoma 75b:1,Derekh Eretz,דרך ארץ,derekh-eretz
Chagigah 13a:2,Concealing,סתר,concealing
Megillah 13a:11,Concealing,סתר,concealing
Pesachim 119a:2,Concealing,סתר,concealing
Avodah Zarah 18b:14-15,Gehinnom,גהינום,gehinnom
Sanhedrin 109b:13-14,Gehinnom,גהינום,gehinnom
Sanhedrin 111b:5,Gehinnom,גהינום,gehinnom
Yoma 87a:10-11,"Commandments between Man and God, and between Man and His Fellow",מצוות בין אדם למקום ובין אדם לחברו,commandments-between-man-and-god-and-between-man-and-his-fellow
Kiddushin 31a:2,Concealing,סתר,concealing
Berakhot 12a:9,Peace,שלום,peace
Arakhin 23b:12-24a:3,Art,אָמָּנוּת,art
Sanhedrin 105a:16,Blind People,עוור,blind-people
Sanhedrin 91a:17-91b:2,Blind People,עוור,blind-people
Chullin 139b:14,Blind People,עוור,blind-people
Bava Kamma 114b:28-31,Theft,גנבה,theft
Shabbat 157b:2,Ulla,עולא,ulla
Pesachim 88a:1-2,Ulla,עולא,ulla
Eruvin 68b:4,Disgracing,בזה,disgracing
Shabbat 96b:20,Disgracing,בזה,disgracing
Shabbat 119b:9,Disgracing,בזה,disgracing
Shabbat 30b:9,Disgracing,בזה,disgracing
Berakhot 39a:4-5,Disgracing,בזה,disgracing
Berakhot 61b:11-12,Disgracing,בזה,disgracing
Berakhot 18a:10-13,Disgracing,בזה,disgracing
Berakhot 62a:1,Entrances,כניסה,entrances
Berakhot 63a:10,Entrances,כניסה,entrances
Berakhot 28a:2,Entrances,כניסה,entrances
Bava Metzia 111b:3,Vessels,כלי,vessels
Eruvin 105a:4,Entrances,כניסה,entrances
Shabbat 17a:6,Entrances,כניסה,entrances
Bava Kamma 54a:7,Vessels,כלי,vessels
Bava Metzia 84b:13,Vessels,כלי,vessels
Pesachim 112a:9-10,Entrances,כניסה,entrances
Gittin 78a:4,Vessels,כלי,vessels
Chagigah 14a:2,Talmid Chacham,תלמיד חכם,talmid-chacham
Chagigah 9a:6,Talmid Chacham,תלמיד חכם,talmid-chacham
Berakhot 34b:28,Rabbi Chanina b. Dosa,רבי חנינא בן דוסא,rabbi-chanina-b-dosa
Yevamot 97a:1-2,Talmid Chacham,תלמיד חכם,talmid-chacham
Chagigah 27a:7,Talmid Chacham,תלמיד חכם,talmid-chacham
Chagigah 15a:11-15b:10,Talmid Chacham,תלמיד חכם,talmid-chacham
Yevamot 121a:18,Talmid Chacham,תלמיד חכם,talmid-chacham
Bekhorot 5b:3-4,Questions,שאלות,questions
Bekhorot 36a:14,Questions,שאלות,questions
Avodah Zarah 55a:2,Questions,שאלות,questions
Shabbat 51b:7,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 67b:17-68a:1,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 36b:3-4,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 42b:6,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 47b:8,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 49b:6-11,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 12b:4-5,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 19a:9-10,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Shabbat 19b:6-20a:2,The Prohibitions of Shabbat,איסורי שבת,the-prohibitions-of-shabbat
Berakhot 55a:1,Judgements,פסק דין,judgements1
Berakhot 6b:25,Judgements,פסק דין,judgements1
Bekhorot 23b:6,Fish Brine,ציר דגים,fish-brine
Shabbat 155b:3,Doves,יונה,doves
Megillah 17b:13,Beginning,התחלה,beginning
Chullin 133a:3-7,Priests and the Division and Possession of the Land,כוהנים בחלוקה ונחלה,priests-and-the-division-and-possession-of-the-land
Sotah 46b:15,Rabbinic Authority,רבנות,rabbinic-authority
Sotah 22a:2-22b:1,Rabbinic Authority,רבנות,rabbinic-authority
Sotah 41b:2,Rabbinic Authority,רבנות,rabbinic-authority
Nedarim 40a:1,Rabbinic Authority,רבנות,rabbinic-authority
Nedarim 62a:7,Rabbinic Authority,רבנות,rabbinic-authority
Shabbat 81a:10-81b:1,Human Dignity,כבוד אנושי,human-dignity
Kiddushin 32a:15-32b:12,Rabbinic Authority,רבנות,rabbinic-authority
Bava Metzia 83a:16-83b:1,Entrances,כניסה,entrances
Arakhin 17a:5-6,Jehoiakim,יהויקים,jehoiakim
Arakhin 17a:4-6,Jehoiakim,יהויקים,jehoiakim
Taanit 20a:5-8,Sun,שמש,sun
Berakhot 47b:13-17,Canaanite Slaves,עבד כנעני,canaanite-slaves
Taanit 8b:12,Sun,שמש,sun
Chullin 79b:14-18,Gifts to the Priests,מתנות כהונה,gifts-to-the-priests
Nedarim 39b:13,Sun,שמש,sun
Bava Metzia 101a:8-10,Non Jews,גוים,non-jews
Bava Metzia 108b:3-4,Non Jews,גוים,non-jews
Bava Metzia 111b:14-15,Non Jews,גוים,non-jews
Bava Batra 45a:5,Non Jews,גוים,non-jews
Bava Batra 54b:2-4,Non Jews,גוים,non-jews
Sanhedrin 104a:10,Non Jews,גוים,non-jews
Sanhedrin 105a:10-11,Non Jews,גוים,non-jews
Sanhedrin 110b:11,Non Jews,גוים,non-jews
Shabbat 89a:5,Canaanite Slaves,עבד כנעני,canaanite-slaves
Nedarim 10a:6-8,Nazir,נזיר,nazir
Nedarim 17a:4,Nazir,נזיר,nazir
Nedarim 9a:1-9b:7,Nazir,נזיר,nazir
Nazir 3a:1,Nazir,נזיר,nazir
Nedarim 18a:3-5,Nazir,נזיר,nazir
Nedarim 19b:2-6,Nazir,נזיר,nazir
Nazir 4a:13-14,Nazir,נזיר,nazir
Shabbat 139b:4,Talit,טלית,talit
Shabbat 63b:5-64a:3,Impurity of Vessels,טומאת כלים,impurity-of-vessels
Shabbat 83b:6-84a:3,Impurity of Vessels,טומאת כלים,impurity-of-vessels
Shabbat 95b:4-96a:1,Impurity of Vessels,טומאת כלים,impurity-of-vessels
Shabbat 101b:7-8,Impurity of Vessels,טומאת כלים,impurity-of-vessels
Shabbat 112a:9,Impurity of Vessels,טומאת כלים,impurity-of-vessels
Pesachim 20a:11-20b:1,Impurity of Vessels,טומאת כלים,impurity-of-vessels
Zevachim 68a:5,Horns,קרן,horns
Sanhedrin 104b:5-7,Exile,גלות,exile
Pesachim 112a:8,Nature of Man and his Character Traits,טבע האדם ומדותיו,nature-of-man-and-his-character-traits
Sanhedrin 37b:12-14,Exile,גלות,exile
Sanhedrin 94a:15,Exile,גלות,exile
Sanhedrin 37b:14,Exile,גלות,exile
Gittin 57b:9,Exile,גלות,exile
Sanhedrin 11b:4,Exile,גלות,exile
Berakhot 18a:13-18b:1,Tsaddik,צדיק,tsaddik
Berakhot 17a:9-17b:2,Tsaddik,צדיק,tsaddik
Berakhot 7b:21-22,Tsaddik,צדיק,tsaddik
Sanhedrin 100b:3,Heresy,מינות,heresy
Sanhedrin 97a:8-9,Heresy,מינות,heresy
Meilah 20a:12-20b:11,Agency,שליחות,agency
Pesachim 87b:18,Heresy,מינות,heresy
Gittin 59a:10-15,Acquisitions,קנין,acquisitions
Gittin 20b:16-21a:1,Acquisitions,קנין,acquisitions
Kiddushin 22b:10-13,Acquisitions,קנין,acquisitions
Kiddushin 13a:10,Acquisitions,קנין,acquisitions
Gittin 77a:12-18,Acquisitions,קנין,acquisitions
Kiddushin 26a:2-26b:1,Acquisitions,קנין,acquisitions
Kiddushin 25b:3-26a:1,Acquisitions,קנין,acquisitions
Bava Batra 111b:8,Man and Wife,איש ואשה,man-and-wife
Bava Batra 109b:11-110a:2,Man and Wife,איש ואשה,man-and-wife
Ketubot 64b:18-65a:7,Wine,יין,wine
Berakhot 28b:6-7,Carefulness,זהירות,carefulness
Shabbat 23b:4,Carefulness,זהירות,carefulness
Shabbat 31b:9-32a:1,Carefulness,זהירות,carefulness
Bava Batra 57b:7-8,Man and Wife,איש ואשה,man-and-wife
Eruvin 21b:8,Carefulness,זהירות,carefulness
Berakhot 14a:11-14,Asking of Welfare,שאילת שלום,asking-of-welfare
Ketubot 61a:12,Wine,יין,wine
Sanhedrin 11a:3,Rabbi Chiyya,רבי חייא,rabbi-chiyya
Yevamot 102b:10-11,Rescuing,הצלה,rescuing
Yevamot 115a:2,Rescuing,הצלה,rescuing
Nedarim 40a:4,Rescuing,הצלה,rescuing
Berakhot 62a:21-62b:8,Early Waking Up,השכמה,early-waking-up
Shabbat 117b:9,Early Waking Up,השכמה,early-waking-up
Berakhot 55b:19,Early Waking Up,השכמה,early-waking-up
Berakhot 47b:18,Early Waking Up,השכמה,early-waking-up
Kiddushin 81a:2-3,Paths,דרך,paths
Bava Kamma 28a:20-24,Paths,דרך,paths
Bava Kamma 60b:2-8,Paths,דרך,paths
Sanhedrin 20b:11-15,Beginning,התחלה,beginning
Bava Kamma 60b:21,Paths,דרך,paths
Bava Batra 128a:11,Beginning,התחלה,beginning
Bava Kamma 81b:9,Paths,דרך,paths
Sanhedrin 101b:13,Tefillin,תפילין,tefillin
Sotah 36b:23-37a:3,Beginning,התחלה,beginning
Sanhedrin 92b:4,Tefillin,תפילין,tefillin
Sanhedrin 88b:14,Tefillin,תפילין,tefillin
Sanhedrin 48a:5,Tefillin,תפילין,tefillin
Chullin 116b:1,Terefah,טרפה,terefah
Chullin 72b:3-7,Terefah,טרפה,terefah
Chullin 29a:4-5,Terefah,טרפה,terefah
Chullin 9a:10,Terefah,טרפה,terefah
Zevachim 74b:13-15,Terefah,טרפה,terefah
Chullin 57b:13-14,Terefah,טרפה,terefah
Chullin 42a:3-7,Terefah,טרפה,terefah
Chullin 37a:8-9,Terefah,טרפה,terefah
Arakhin 16b:14-19,Changes,שינוי,changes
Sanhedrin 74a:22-74b:1,Changes,שינוי,changes
Sanhedrin 92b:15,Changes,שינוי,changes
Sanhedrin 38a:12,Changes,שינוי,changes
Bava Kamma 102a:13,Changes,שינוי,changes
Bava Metzia 86b:10,Changes,שינוי,changes
Kiddushin 81b:2-4,Yetzer Hara,יצר הרע,yetzer-hara
Bava Kamma 32b:12,Rava,רבא,rava
Bava Metzia 60a:11,Rava,רבא,rava
Bava Metzia 60b:5-6,Rava,רבא,rava
Bava Metzia 73a:11-12,Rava,רבא,rava
Bava Metzia 97a:6-10,Rava,רבא,rava
Menachot 92a:2,Bull-offerings for Mistakes,פר העלם דבר,bull-offerings-for-mistakes
Berakhot 17b:12,Mourning,אבלות,mourning
Berakhot 16b:5-8,Mourning,אבלות,mourning
Berakhot 11a:10,Mourning,אבלות,mourning
Horayot 4b:11-5a:2,Bull-offerings for Mistakes,פר העלם דבר,bull-offerings-for-mistakes
Horayot 8a:4-8b:11,Bull-offerings for Mistakes,פר העלם דבר,bull-offerings-for-mistakes
Sanhedrin 86a:8,Teachers,מלמד,teachers
Sanhedrin 91b:18-92a:4,Teachers,מלמד,teachers
Sanhedrin 104b:12,Teachers,מלמד,teachers
Sanhedrin 105b:15,Teachers,מלמד,teachers
Gittin 76a:18-76b:3,Akko,עכו,akko
Berakhot 4a:16,Safek,ספק,safek
Berakhot 55b:5,Safek,ספק,safek
Berakhot 36a:24-36b:1,Safek,ספק,safek
Shabbat 118a:8-118b:1,Jacob,יעקב,jacob
Shabbat 89b:2-6,Jacob,יעקב,jacob
Shabbat 34a:3,Safek,ספק,safek
Eruvin 43b:8,Safek,ספק,safek
Pesachim 88a:4,Jacob,יעקב,jacob
Bava Batra 75b:3,The Purpose of Creation,תכלית הבריאה,the-purpose-of-creation
Taanit 30a:15-30b:4,Tisha B'Av,תשעה באב,tisha-bav
Taanit 29a:11-12,Tisha B'Av,תשעה באב,tisha-bav
Shabbat 156a:11,Days,יום,days
Pesachim 55a:11,Days,יום,days
Pesachim 105a:11-105b:1,Days,יום,days
Avodah Zarah 69b:12-70a:1,Yetzer Hara,יצר הרע,yetzer-hara
Avodah Zarah 17a:17-17b:2,Yetzer Hara,יצר הרע,yetzer-hara
Berakhot 44a:6,Marriage,חתונה,marriage
Megillah 16a:17,Jealousy,קנאה,jealousy
Sanhedrin 105b:15,Jealousy,קנאה,jealousy
Berakhot 34b:18,Marriage,חתונה,marriage
Avodah Zarah 38b:6,Exilarchs,ריש גלותא,exilarchs
Sotah 3a:10-12,Jealousy,קנאה,jealousy
Sanhedrin 59b:22,Jealousy,קנאה,jealousy
Eruvin 39b:7-8,Exilarchs,ריש גלותא,exilarchs
Bava Metzia 38a:3,Property (עֲבוּדָּה),רכוש,property-(עבודה)
Bava Metzia 59a:9-10,Property (עֲבוּדָּה),רכוש,property-(עבודה)
Bava Metzia 107a:11-107b:1,Property (עֲבוּדָּה),רכוש,property-(עבודה)
Bava Metzia 117b:1,Property (עֲבוּדָּה),רכוש,property-(עבודה)
Sanhedrin 92a:16,Property (עֲבוּדָּה),רכוש,property-(עבודה)
Sanhedrin 112a:11,Property (עֲבוּדָּה),רכוש,property-(עבודה)
Sanhedrin 87b:9,Brazenness,עזות,brazenness
Temurah 31a:13-14,Substitutions of Sacrifices,תמורה,substitutions-of-sacrifices
Sotah 2b:28-3a:2,Jealousy,קנאה,jealousy
Temurah 16b:7-17a:1,Substitutions of Sacrifices,תמורה,substitutions-of-sacrifices
Temurah 26b:6,Substitutions of Sacrifices,תמורה,substitutions-of-sacrifices
Temurah 3a:18,Substitutions of Sacrifices,תמורה,substitutions-of-sacrifices
Temurah 9a:2-15,Substitutions of Sacrifices,תמורה,substitutions-of-sacrifices
Sanhedrin 110a:9-10,Rabbinic Authority,רבנות,rabbinic-authority
Sanhedrin 91b:18-92a:3,Rabbinic Authority,רבנות,rabbinic-authority
Sanhedrin 100a:5,Rabbinic Authority,רבנות,rabbinic-authority
Sanhedrin 105b:15,Rabbinic Authority,רבנות,rabbinic-authority
Sanhedrin 106b:22-107a:1,Rabbinic Authority,רבנות,rabbinic-authority
Bava Batra 154b:10,Rabbinic Authority,רבנות,rabbinic-authority
Sanhedrin 6b:13,Rabbinic Authority,רבנות,rabbinic-authority
Sanhedrin 19b:17,Rabbinic Authority,רבנות,rabbinic-authority
Sanhedrin 44b:5,Ezekiel,יחזקאל,ezekiel
Taanit 18b:7,Arrogance (יהירות),יהירות,arrogance-(יהירות)
Megillah 29a:10,Arrogance (יהירות),יהירות,arrogance-(יהירות)
Chagigah 15a:8,Mountains,הר,mountains
Shabbat 93b:1,Donkeys,חמור,donkeys
Berakhot 60a:16-17,Trust,בטחון,trust
Berakhot 6b:2-4,Trust,בטחון,trust
Bava Batra 19b:3-6,Urine,מי רגלים,urine
Bekhorot 44b:2-10,Urine,מי רגלים,urine
Berakhot 51b:21-22,Kiddush,קידוש,kiddush
Berakhot 27b:9-10,Kiddush,קידוש,kiddush
Berakhot 33a:27,Kiddush,קידוש,kiddush
Shabbat 113b:2,Kiddush,קידוש,kiddush
Yevamot 92a:6,Mountains,הר,mountains
Shabbat 32b:2-7,Sons,בן,sons
Chagigah 16a:15-16,Yetzer Hara,יצר הרע,yetzer-hara
Shabbat 89b:4,Sons,בן,sons
Kiddushin 72a:11,Excommunication,נדוי,excommunication
Yevamot 96b:14-15,Anger,כעס,anger
Moed Katan 9a:23-9b:1,Mitzvot,מצוות,mitzvot
Sanhedrin 65b:11-12,Rabbi Akiva,רבי עקיבא,rabbi-akiva
Nazir 23b:5-6,Kavanah,כוונה,kavanah
Bava Batra 87b:7,Art,אָמָּנוּת,art
Bava Batra 45b:8,Art,אָמָּנוּת,art
Bava Batra 16b:4,Gates,שער,gates
Bava Batra 60a:4-7,Gates,שער,gates
Pesachim 113b:3,Bad Name,שם רע,bad-name
Yoma 78a:1,Gates,שער,gates
Berakhot 32b:30,Swords,חרב,swords
Shabbat 63a:3-14,Swords,חרב,swords
Shabbat 101b:8,Swords,חרב,swords
Kiddushin 20a:6-8,Giving a Maidservant to a Jewish Slave,שפחה לעבד עברי,giving-a-maidservant-to-a-jewish-slave
Bekhorot 38a:21-39a:10,Blemishes,מום,blemishes
Bekhorot 43a:4-43b:2,Blemishes,מום,blemishes
Bekhorot 44a:14-45a:4,Blemishes,מום,blemishes
Bekhorot 45b:5-8,Blemishes,מום,blemishes
Ketubot 112a:13-14,Gazelles,צבי,gazelles
Pesachim 79a:13-21,Impurity of the Temple and its Sanctified Items,טומאת מקדש וקדשיו,impurity-of-the-temple-and-its-sanctified-items
Eruvin 43b:5,Strain,טרחה,strain
Megillah 31b:1,Strain,טרחה,strain
Shabbat 146b:15-147a:9,Talit,טלית,talit
Berakhot 58a:5,Strain,טרחה,strain
Berakhot 31a:18,Strain,טרחה,strain
Taanit 17a:10,Priestly Shifts,משמרות כהונה,priestly-shifts
Taanit 27a:12-27b:2,Priestly Shifts,משמרות כהונה,priestly-shifts
Bava Metzia 105a:16-105b:2,Power,כוח,power
Bava Kamma 18a:5,Power,כוח,power
Bava Kamma 10b:9,Power,כוח,power
Gittin 52a:20,Power,כוח,power
Gittin 70a:19,Power,כוח,power
Nedarim 41a:6,Heavens,שמים,heavens
Bava Metzia 84a:3,Rabbi Yishmael b. Yose,ר ישמעאל בר יוסי,rabbi-yishmael-b-yose
Bava Kamma 55a:7,Heavens,שמים,heavens
Nedarim 39b:13,Heavens,שמים,heavens
Shabbat 152a:3,Rabbi Yehoshua [b. Hananyah],ר יהושע,rabbi-yehoshua-b-hananyah
Bava Kamma 118a:10,Heavens,שמים,heavens
Eruvin 41a:6,Rabbi Yehoshua [b. Hananyah],ר יהושע,rabbi-yehoshua-b-hananyah
Shabbat 83b:10,Beit Midrash,בית המדרש,beit-midrash
Sotah 49a:10,Love,אהבה,love
Sotah 27b:13,Love,אהבה,love
Sotah 31a:8,Love,אהבה,love
Sotah 13a:13,Love,אהבה,love
Kiddushin 50a:14,Love,אהבה,love
Shabbat 126b:11-127a:13,Beit Midrash,בית המדרש,beit-midrash
Shabbat 55b:2,Faith,אמונה,faith
Shabbat 119b:11-120a:1,Faith,אמונה,faith
Sotah 48b:19-20,Faith,אמונה,faith
Nedarim 40a:4-6,Yetzer Hara,יצר הרע,yetzer-hara
Sotah 47a:15,Yetzer Hara,יצר הרע,yetzer-hara
Ketubot 82b:11,Marriage,חתונה,marriage
Ketubot 67a:11-67b:2,Marriage,חתונה,marriage
Ketubot 62b:7-9,Marriage,חתונה,marriage
Sotah 12a:2,Marriage,חתונה,marriage
Ketubot 111b:7,Marriage,חתונה,marriage
Sotah 26b:17-27a:4,Marriage,חתונה,marriage
Berakhot 28b:3-5,Beit Midrash,בית המדרש,beit-midrash
